Collection,Name,GeneSymbol,Entrez
TBRS,Calon Ma-TBRS,SOAT1,6646
TBRS,Calon Ma-TBRS,SOCS6,9306
TBRS,Calon Ma-TBRS,SORL1,6653
TBRS,Calon Ma-TBRS,SOX1,6656
TBRS,Calon Ma-TBRS,SOX11,6664
TBRS,Calon Ma-TBRS,SOX18,54345
TBRS,Calon Ma-TBRS,SP100,6672
TBRS,Calon Ma-TBRS,SP140L,93349
TBRS,Calon Ma-TBRS,SPAG1,6674
TBRS,Calon Ma-TBRS,SPAG11B,10407
TBRS,Calon Ma-TBRS,SPAM1,6677
TBRS,Calon Ma-TBRS,SPANXA1,30014
TBRS,Calon Ma-TBRS,SPATA12,353324
TBRS,Calon Ma-TBRS,SPATA13,221178
TBRS,Calon Ma-TBRS,SPATA2,9825
TBRS,Calon Ma-TBRS,SPATA6L,55064
TBRS,Calon Ma-TBRS,SPATS2L,26010
TBRS,Calon Ma-TBRS,SPDEF,25803
TBRS,Calon Ma-TBRS,SPHK1,8877
TBRS,Calon Ma-TBRS,SPINK5,11005
TBRS,Calon Ma-TBRS,SPINT1,6692
TBRS,Calon Ma-TBRS,SPIRE2,84501
TBRS,Calon Ma-TBRS,SPOCD1,90853
TBRS,Calon Ma-TBRS,SPP1,6696
TBRS,Calon Ma-TBRS,SPRY1,10252
TBRS,Calon Ma-TBRS,SPTBN1,6711
TBRS,Calon Ma-TBRS,SRRM3,222183
TBRS,Calon Ma-TBRS,SSH2,85464
TBRS,Calon Ma-TBRS,ST14,6768
TBRS,Calon Ma-TBRS,ST18,9705
TBRS,Calon Ma-TBRS,ST3GAL6,10402
TBRS,Calon Ma-TBRS,ST8SIA1,6489
TBRS,Calon Ma-TBRS,ST8SIA2,8128
TBRS,Calon Ma-TBRS,STEAP3,55240
TBRS,Calon Ma-TBRS,STOM,2040
TBRS,Calon Ma-TBRS,STOX1,219736
TBRS,Calon Ma-TBRS,STOX2,56977
TBRS,Calon Ma-TBRS,STRBP,55342
TBRS,Calon Ma-TBRS,STRIP2,57464
TBRS,Calon Ma-TBRS,STX17-AS1,441461
TBRS,Calon Ma-TBRS,STX6,10228
TBRS,Calon Ma-TBRS,STXBP5-AS1,729178
TBRS,Calon Ma-TBRS,SUCLG1,8802
TBRS,Calon Ma-TBRS,SULF1,23213
TBRS,Calon Ma-TBRS,SUPT20H,55578
TBRS,Calon Ma-TBRS,SV2B,9899
TBRS,Calon Ma-TBRS,SVEP1,79987
TBRS,Calon Ma-TBRS,SVOP,55530
TBRS,Calon Ma-TBRS,SYDE1,85360
TBRS,Calon Ma-TBRS,SYNPR,132204
TBRS,Calon Ma-TBRS,SYS1,90196
TBRS,Calon Ma-TBRS,SYT14,255928
TBRS,Calon Ma-TBRS,SYT2,127833
TBRS,Calon Ma-TBRS,SYT5,6861
TBRS,Calon Ma-TBRS,SYTL1,84958
TBRS,Calon Ma-TBRS,SYTL3,94120
TBRS,Calon Ma-TBRS,TACC2,10579
TBRS,Calon Ma-TBRS,TAGAP,117289
TBRS,Calon Ma-TBRS,TANC1,85461
TBRS,Calon Ma-TBRS,TANC2,26115
TBRS,Calon Ma-TBRS,TAS2R4,50832
TBRS,Calon Ma-TBRS,TASP1,55617
TBRS,Calon Ma-TBRS,TBC1D10C,374403
TBRS,Calon Ma-TBRS,TBC1D16,125058
TBRS,Calon Ma-TBRS,TBC1D2,55357
TBRS,Calon Ma-TBRS,TBC1D8,11138
TBRS,Calon Ma-TBRS,TCEAL3,85012
TBRS,Calon Ma-TBRS,TCEAL9,51186
TBRS,Calon Ma-TBRS,TCEB3B,51224
TBRS,Calon Ma-TBRS,TCF21,6943
TBRS,Calon Ma-TBRS,TCTN2,79867
TBRS,Calon Ma-TBRS,TDRD9,122402
TBRS,Calon Ma-TBRS,TES,26136
TBRS,Calon Ma-TBRS,TEX14,56155
TBRS,Calon Ma-TBRS,TFAP2B,7021
TBRS,Calon Ma-TBRS,TFAP2C,7022
TBRS,Calon Ma-TBRS,TFCP2L1,29842
TBRS,Calon Ma-TBRS,TFR2,7036
TBRS,Calon Ma-TBRS,TGFBR1,7046
TBRS,Calon Ma-TBRS,TGIF1,7050
TBRS,Calon Ma-TBRS,TGM2,7052
TBRS,Calon Ma-TBRS,TGM4,7047
TBRS,Calon Ma-TBRS,TGM5,9333
TBRS,Calon Ma-TBRS,THBS1,7057
TBRS,Calon Ma-TBRS,THBS3,7059
TBRS,Calon Ma-TBRS,THEM6,51337
TBRS,Calon Ma-TBRS,TIAL1,7073
TBRS,Calon Ma-TBRS,TIAM2,26230
TBRS,Calon Ma-TBRS,TJP2,9414
TBRS,Calon Ma-TBRS,TLE3,7090
TBRS,Calon Ma-TBRS,TLR3,7098
TBRS,Calon Ma-TBRS,TLR7,51284
TBRS,Calon Ma-TBRS,TLX3,30012
TBRS,Calon Ma-TBRS,TM6SF1,53346
TBRS,Calon Ma-TBRS,TMCC3,57458
TBRS,Calon Ma-TBRS,TMED5,50999
TBRS,Calon Ma-TBRS,TMEM144,55314
TBRS,Calon Ma-TBRS,TMEM163,81615
TBRS,Calon Ma-TBRS,TMEM165,55858
TBRS,Calon Ma-TBRS,TMEM185A,84548
TBRS,Calon Ma-TBRS,TMEM207,131920
TBRS,Calon Ma-TBRS,TMEM218,219854
TBRS,Calon Ma-TBRS,TMEM223,79064
TBRS,Calon Ma-TBRS,TMEM234,56063
TBRS,Calon Ma-TBRS,TMEM251,26175
TBRS,Calon Ma-TBRS,TMEM38B,55151
TBRS,Calon Ma-TBRS,TMEM51,55092
TBRS,Calon Ma-TBRS,TMEM51-AS1,200197
TBRS,Calon Ma-TBRS,TMEM52B,120939
TBRS,Calon Ma-TBRS,TMEM54,113452
TBRS,Calon Ma-TBRS,TMTC1,83857
TBRS,Calon Ma-TBRS,TNFAIP8L3,388121
TBRS,Calon Ma-TBRS,TNFRSF10D,8793
TBRS,Calon Ma-TBRS,TNFRSF12A,51330
TBRS,Calon Ma-TBRS,TNFSF13,8741
TBRS,Calon Ma-TBRS,TNFSF14,8740
TBRS,Calon Ma-TBRS,TNNT2,7139
TBRS,Calon Ma-TBRS,TNS1,7145
TBRS,Calon Ma-TBRS,TNXB,7148
TBRS,Calon Ma-TBRS,TONSL,4796
TBRS,Calon Ma-TBRS,TOP1P2,7152
TBRS,Calon Ma-TBRS,TOP2A,7153
TBRS,Calon Ma-TBRS,TP53I11,9537
TBRS,Calon Ma-TBRS,TP53INP2,58476
TBRS,Calon Ma-TBRS,TP63,8626
TBRS,Calon Ma-TBRS,TPD52,7163
TBRS,Calon Ma-TBRS,TPD52L1,7164
TBRS,Calon Ma-TBRS,TPM1,7168
TBRS,Calon Ma-TBRS,TPMT,7172
TBRS,Calon Ma-TBRS,TPSAB1,7177
TBRS,Calon Ma-TBRS,TPSB2,64499
TBRS,Calon Ma-TBRS,TPST1,8460
TBRS,Calon Ma-TBRS,TRA2A,29896
TBRS,Calon Ma-TBRS,TRAC,28755
TBRS,Calon Ma-TBRS,TRAF3IP2,10758
TBRS,Calon Ma-TBRS,TRAIP,10293
TBRS,Calon Ma-TBRS,TREM1,54210
TBRS,Calon Ma-TBRS,TRIM2,23321
TBRS,Calon Ma-TBRS,TRIM36,55521
TBRS,Calon Ma-TBRS,TRIM50,135892
TBRS,Calon Ma-TBRS,TRIM55,84675
TBRS,Calon Ma-TBRS,TRIM58,25893
TBRS,Calon Ma-TBRS,TRIM62,55223
TBRS,Calon Ma-TBRS,TRIO,7204
TBRS,Calon Ma-TBRS,TRMT1,55621
TBRS,Calon Ma-TBRS,TRNP1,388610
TBRS,Calon Ma-TBRS,TRPM3,80036
TBRS,Calon Ma-TBRS,TSKU,25987
TBRS,Calon Ma-TBRS,TSPAN17,26262
TBRS,Calon Ma-TBRS,TSPAN3,10099
TBRS,Calon Ma-TBRS,TSPAN5,10098
TBRS,Calon Ma-TBRS,TTC12,54970
TBRS,Calon Ma-TBRS,TTC6,319089
TBRS,Calon Ma-TBRS,TTC7A,57217
TBRS,Calon Ma-TBRS,TTLL7,79739
TBRS,Calon Ma-TBRS,TUBE1,51175
TBRS,Calon Ma-TBRS,TVP23C,201158
TBRS,Calon Ma-TBRS,TYRO3,7301
TBRS,Calon Ma-TBRS,UBE2E1,7324
TBRS,Calon Ma-TBRS,UBQLNL,143630
TBRS,Calon Ma-TBRS,UBXN2B,137886
TBRS,Calon Ma-TBRS,UGT1A3,54659
TBRS,Calon Ma-TBRS,ULBP2,80328
TBRS,Calon Ma-TBRS,UNC13C,440279
TBRS,Calon Ma-TBRS,UNC5B,219699
TBRS,Calon Ma-TBRS,UNC5C,8633
TBRS,Calon Ma-TBRS,UNC80,285175
TBRS,Calon Ma-TBRS,UPP1,7378
TBRS,Calon Ma-TBRS,USP22,23326
TBRS,Calon Ma-TBRS,USP30-AS1,100131733
TBRS,Calon Ma-TBRS,USP46,64854
TBRS,Calon Ma-TBRS,USP53,54532
TBRS,Calon Ma-TBRS,UTRN,7402
TBRS,Calon Ma-TBRS,UTY,7404
TBRS,Calon Ma-TBRS,VASH1,22846
TBRS,Calon Ma-TBRS,VCAN,1462
TBRS,Calon Ma-TBRS,VDR,7421
TBRS,Calon Ma-TBRS,VPS45,11311
TBRS,Calon Ma-TBRS,VRK3,51231
TBRS,Calon Ma-TBRS,VSIG1,340547
TBRS,Calon Ma-TBRS,VSIG10L,147645
TBRS,Calon Ma-TBRS,VWF,7450
TBRS,Calon Ma-TBRS,WDHD1,11169
TBRS,Calon Ma-TBRS,WFDC21P,645638
TBRS,Calon Ma-TBRS,WHAMMP2,440253
TBRS,Calon Ma-TBRS,WHAMMP3,339005
TBRS,Calon Ma-TBRS,WIPI1,55062
TBRS,Calon Ma-TBRS,WLS,79971
TBRS,Calon Ma-TBRS,WNT4,54361
TBRS,Calon Ma-TBRS,WNT5A,7474
TBRS,Calon Ma-TBRS,WRNIP1,56897
TBRS,Calon Ma-TBRS,XPO1,7514
TBRS,Calon Ma-TBRS,XYLT1,64131
TBRS,Calon Ma-TBRS,YPEL2,388403
TBRS,Calon Ma-TBRS,ZAN,7455
TBRS,Calon Ma-TBRS,ZBTB16,7704
TBRS,Calon Ma-TBRS,ZC2HC1A,51101
TBRS,Calon Ma-TBRS,ZC3H12B,340554
TBRS,Calon Ma-TBRS,ZFP36L1,677
TBRS,Calon Ma-TBRS,ZFP41,286128
TBRS,Calon Ma-TBRS,ZFYVE19,84936
TBRS,Calon Ma-TBRS,ZMIZ1-AS1,283050
TBRS,Calon Ma-TBRS,ZNF124,7678
TBRS,Calon Ma-TBRS,ZNF281,23528
TBRS,Calon Ma-TBRS,ZNF451,26036
TBRS,Calon Ma-TBRS,ZNF527,84503
TBRS,Calon Ma-TBRS,ZNF532,55205
TBRS,Calon Ma-TBRS,ZNF540,163255
TBRS,Calon Ma-TBRS,ZNF549,256051
TBRS,Calon Ma-TBRS,ZNF552,79818
TBRS,Calon Ma-TBRS,ZNF555,148254
TBRS,Calon Ma-TBRS,ZNF589,51385
TBRS,Calon Ma-TBRS,ZNF595,152687
TBRS,Calon Ma-TBRS,ZNF608,57507
TBRS,Calon Ma-TBRS,ZNF618,114991
TBRS,Calon Ma-TBRS,ZNF627,199692
TBRS,Calon Ma-TBRS,ZNF687,57592
TBRS,Calon Ma-TBRS,ZNF79,7633
TBRS,Calon Ma-TBRS,ZNF800,168850
TBRS,Calon Ma-TBRS,ZNF81,347344
TBRS,Calon Ma-TBRS,ZNF821,55565
TBRS,Calon T-TBRS,ABCC4,10257
TBRS,Calon T-TBRS,ABHD2,11057
TBRS,Calon T-TBRS,ADO,84890
TBRS,Calon T-TBRS,AHCYL2,23382
TBRS,Calon T-TBRS,ALOX5AP,241
TBRS,Calon T-TBRS,ANXA5,308
TBRS,Calon T-TBRS,APOBEC3G,60489
TBRS,Calon T-TBRS,APOD,347
TBRS,Calon T-TBRS,AQP3,360
TBRS,Calon T-TBRS,ATP1B1,481
TBRS,Calon T-TBRS,ATXN1,6310
TBRS,Calon T-TBRS,BMP1,649
TBRS,Calon T-TBRS,CCR4,1233
TBRS,Calon T-TBRS,CD83,9308
TBRS,Calon T-TBRS,CD96,10225
TBRS,Calon T-TBRS,CDYL,9425
TBRS,Calon T-TBRS,CLIC4,25932
TBRS,Calon T-TBRS,CRIP1,1396
TBRS,Calon T-TBRS,CSGALNACT1,55790
TBRS,Calon T-TBRS,CST6,1474
TBRS,Calon T-TBRS,CXCL13,10563
TBRS,Calon T-TBRS,DCLRE1C,64421
TBRS,Calon T-TBRS,DIXDC1,85458
TBRS,Calon T-TBRS,EVI2A,2123
TBRS,Calon T-TBRS,FAM102A,399665
TBRS,Calon T-TBRS,FBXO11,80204
TBRS,Calon T-TBRS,GEM,2669
TBRS,Calon T-TBRS,GPR35,2859
TBRS,Calon T-TBRS,HLF,3131
TBRS,Calon T-TBRS,IL1RN,3557
TBRS,Calon T-TBRS,IL7R,3575
TBRS,Calon T-TBRS,IL9,3578
TBRS,Calon T-TBRS,INPP5F,22876
TBRS,Calon T-TBRS,ITGAE,3682
TBRS,Calon T-TBRS,ITGAV,3685
TBRS,Calon T-TBRS,JUN,3725
TBRS,Calon T-TBRS,KCNK1,3775
TBRS,Calon T-TBRS,KLF10,7071
TBRS,Calon T-TBRS,LDLRAD4,753
TBRS,Calon T-TBRS,LRBA,987
TBRS,Calon T-TBRS,LRIG1,26018
TBRS,Calon T-TBRS,MAP4,4134
TBRS,Calon T-TBRS,MB,4151
TBRS,Calon T-TBRS,MRPS6,64968
TBRS,Calon T-TBRS,MXRA7,439921
TBRS,Calon T-TBRS,MYH6,4624
TBRS,Calon T-TBRS,NMB,4828
TBRS,Calon T-TBRS,NPTX1,4884
TBRS,Calon T-TBRS,NR4A3,8013
TBRS,Calon T-TBRS,PIK3IP1,113791
TBRS,Calon T-TBRS,PKIA,5569
TBRS,Calon T-TBRS,PLAU,5328
TBRS,Calon T-TBRS,PLPP1,8611
TBRS,Calon T-TBRS,PPARG,5468
TBRS,Calon T-TBRS,PRKCD,5580
TBRS,Calon T-TBRS,RAB31,11031
TBRS,Calon T-TBRS,RBPJ,3516
TBRS,Calon T-TBRS,RGS16,6004
TBRS,Calon T-TBRS,RIMS3,9783
TBRS,Calon T-TBRS,S100PBP,64766
TBRS,Calon T-TBRS,SLC1A4,6509
TBRS,Calon T-TBRS,SLC5A3,6526
TBRS,Calon T-TBRS,SUV39H2,79723
TBRS,Calon T-TBRS,SYNJ2,8871
TBRS,Calon T-TBRS,TFEB,7942
TBRS,Calon T-TBRS,TIAM1,7074
TBRS,Calon T-TBRS,TIMP1,7076
TBRS,Calon T-TBRS,TMOD1,7111
TBRS,Calon T-TBRS,TNFSF4,7292
TBRS,Calon T-TBRS,TSPAN13,27075
TBRS,Calon T-TBRS,ZBTB18,10472
TBRS,Pan-F-TBRS,ACTA2,59
TBRS,Pan-F-TBRS,ACTG2,72
TBRS,Pan-F-TBRS,ADAM12,8038
TBRS,Pan-F-TBRS,ADAM19,8728
TBRS,Pan-F-TBRS,CNN1,1264
TBRS,Pan-F-TBRS,COL4A1,1282
TBRS,Pan-F-TBRS,CTGF,1490
TBRS,Pan-F-TBRS,CTPS1,1503
TBRS,Pan-F-TBRS,FAM101B,359845
TBRS,Pan-F-TBRS,FSTL3,10272
TBRS,Pan-F-TBRS,HSPB1,3315
TBRS,Pan-F-TBRS,IGFBP3,3486
TBRS,Pan-F-TBRS,PXDC1,221749
TBRS,Pan-F-TBRS,SEMA7A,8482
TBRS,Pan-F-TBRS,SH3PXD2A,9644
TBRS,Pan-F-TBRS,TAGLN,6876
TBRS,Pan-F-TBRS,TGFBI,7045
TBRS,Pan-F-TBRS,TNS1,7145
TBRS,Pan-F-TBRS,TPM1,7168
EMT,EMT1,CDH1,999
EMT,EMT1,CLDN3,1365
EMT,EMT1,CLDN4,1364
EMT,EMT1,CLDN7,1366
EMT,EMT1,SNAI2,6591
EMT,EMT1,TWIST1,7291
EMT,EMT1,VIM,7431
EMT,EMT1,ZEB1,6935
EMT,EMT1,ZEB2,9839
EMT,EMT2,AXL,558
EMT,EMT2,FAP,2191
EMT,EMT2,LOXL2,4017
EMT,EMT2,ROR2,4920
EMT,EMT2,TAGLN,6876
EMT,EMT2,TWIST2,117581
EMT,EMT2,WNT5A,7474
EMT,EMT3,FOXF1,2294
EMT,EMT3,GATA6,2627
EMT,EMT3,SOX9,6662
EMT,EMT3,TWIST1,7291
EMT,EMT3,ZEB1,6935
EMT,EMT3,ZEB2,9839
